X	Y	concept	definition	id
16	22	route knowledge	is represented as a series of directions to follow to get from one place to another.	trm_4a3fd79d0afda
17	22	routine	a regular course of procedure; habitual or mechanical performance of an established procedure; a reiterated speech or formula; a sequence of computer instructions for performing a particular task.	trm_4a3fd79d0afe6
18	22	rule	a method for performing a psychological operation	trm_4a3fd79d0aff2
19	22	rule learning	process in which a participant gradually acquires knowledge about a fixed but unstated standard that defines, for example, the acceptability of a response or membership of category	trm_4a3fd79d0affd
20	22	sadness	an emotion  characterized by feelings of unhappiness, disadvantage, loss, and helplessness.	trm_4a3fd79d0b014
21	22	salience	a parameter of a stimulus that indexes its effectiveness.	trm_4a3fd79d0b020
22	22	schema	a structured representation that includes a particular organized way of perceiving and responding to a complex situation or set of stimuli.	trm_4a3fd79d0b02c
23	22	search	to look into or over carefully or thoroughly in an effort to find or discover something; to look through or explore by inspecting possible places of concealment or investigating suspicious circumstances; to look at as if to discover or penetrate intention or nature; to uncover, find, or come to know by inquiry or scrutiny.	trm_4a3fd79d0b037
24	22	selective attention	When multiple external sensory inputs are present, the process of dedicating cognitive and perceptual resources to one type/set of input and attenuating receptiveness to other inputs.	trm_4a3fd79d0b043
25	22	selective control	ADD DEFINITION HERE	trm_557b4aa070c10
26	22	self control	The effortful control of behaviors, thoughts, or emotions with the aim of increasing the likelihood of attaining long-term over short-term outcomes.	trm_4ee8facd77dfc
27	22	self knowledge	The ability to make judgments about one’s current cognitive or emotional internal states, traits, and/or abilities.	trm_5154b39a3193d
28	22	self monitoring	monitoring of one&#39;s own behavior.	trm_4a3fd79d0b05e
29	22	self talk	overt verbalisation of thoughts for the purpose of self motivation, problem solving, reasoning, learning or stress management; a behavior commonly witnessed in sports-people during moments of performance pressure 	trm_4f4672db34a46
30	22	semantic categorization	The assignment of a semantic stimulus to one of a set of categories.	trm_557b4ab076338
1	23	semantic category	"is a grouping of vocabulary within a language, organizing words which are interrelated and define each other in various ways. Also referred to as a semantic field.

"	trm_4a3fd79d0b06b
2	23	semantic information	information that is not tied to any specific object, event, domain, or application. It includes general factual information about the world (as in an encyclopedia) and oneself.	trm_4d2201d530697
3	23	semantic knowledge	long-established knowledge about objects, facts, and word meanings.	trm_4a3fd79d0b077
4	23	semantic memory	refers to one&#39;s conceptual knowledge and includes the meanings of words, factual information about the world, and other information not related to specific events or episodes	trm_4a3fd79d0b083
5	23	semantic network	Set of concepts and relations	trm_51838baad343e
6	23	Semantic priming	"is where we process stimuli better depending on what comes first.
"	trm_5521a51034353
7	23	semantic processing	"refers to the cognitive processing of the meanings of a stimulus
"	trm_4a3fd79d0b87a
8	23	semantic working memory	Working memory for meaning	trm_4a3fd79d0b08f
9	23	sense of body ownership	The feeling that something is part of one&#39;s own body.	trm_4e5faabfe8ce3
10	23	sense of ownership	The feeling that something is part of one self.	trm_4e5badf095692
11	23	sensitivity to change	an individual&#39;s ability to withstand changes in his or her environment or situation.	trm_525d8e198e0da
12	23	sensory defensiveness	"a condition defined as having ""a tendency to react negatively or with alarm to sensory input which is generally considered harmless or non-irritating"" to neurotypical people."""	trm_525d8cd1c9cc3
13	23	sensory memory	brief storage of sensory information in each of the senses, which temporarily holds material (e.g., a perceptual experience) for recoding into another memory (such as short-term memory) or for comprehension.	trm_4a3fd79d0b09a
14	23	sentence comprehension	takes place whenever a reader or listener processes a language utterance, either in isolation or in the context of a conversation or a text.	trm_4a3fd79d0b892
15	23	sentence processing	"takes place whenever a reader or listener cognitively processes a language utterance, either in isolation or in the context of a conversation or a text.
"	trm_4a3fd79d0b89e
16	23	sentence production	The creation and/or utterance of a sentence	trm_4a3fd79d0b8aa
17	23	sequence learning	learning of a sequence of items or responses in the precise order of their presentation.	trm_4a3fd79d0b0a6
18	23	serial learning	The process of acquiring information in sequence and following an order that must be preserved at recall.	trm_4a3fd79d0b0b1
19	23	serial processing	information processing in which only one sequence of processing operations is carried on at a time.	trm_4a3fd79d0b0bd
20	23	serial search	The process of identifying a target within a set of candidate elements by testing the identity of each element against the identity of the sought after target one at a time.	trm_4a3fd79d0b0c8
21	23	set shifting	disengagement of an irrelevant task set and subsequent engagement of a relevant task set despite interference and/or priming	trm_4a3fd79d0b607
22	23	shallow processing	a mode of thinking in which one pays attention only to appearances and other superficial aspects of the material, typically leading to poor memory retention.	trm_4a3fd79d0b0df
23	23	shame	a painful emotion caused by consciousness of guilt, shortcoming, or impropriety; a condition of humiliating disgrace or disrepute; something that brings censure or reproach.	trm_4a3fd79d0b0eb
24	23	shape recognition	the ability to perceive a shape	trm_553967f006b70
25	23	short term memory	A limited-capacity and short-lasting representation of information in the mind. The duration of short-term memory is on the order of seconds, while its capacity is on the order of 4 to 9 independent items.	trm_4a3fd79d0b0f7
26	23	skepticism	an attitude of doubt or a disposition to incredulity either in general or toward a particular object.	trm_4a3fd79d0b10e
27	23	skill	 Proficiency, facility, or dexterity that is acquired or developed through training or experience.	trm_4a3fd79d0b11a
28	23	skill acquisition	The process of learning to perform a task or set of tasks with increasing facility. Typically implies the formation of procedural (as distinct from semantic or episodic) memories.	trm_4a3fd79d0b125
29	23	sleep	Sleep and wakefulness are endogenous, recurring, behavioral states that reflect coordinated changes in the dynamic functional organization of the brain and that optimize physiology, behavior, and health. Homeostatic and circadian processes regulate the propensity for wakefulness and sleep. Sleep is a reversible state, characterized by postural recumbence, behavioral quiescence, and reduced responsiveness. It involves predictable cycling of non-rapid eye movement (NREM) and rapid eye movement (REM). It is affected by experiences during wakefulness, and has restorative and transformative effects that optimize neurobehavioral functions during wakefulness.	trm_5159c70d0e98e
30	23	social cognition	the encoding, storage, retrieval, and processing, in the brain, of information relating to conspecifics, or members of the same species.	trm_4a3fd79d0b13d
1	24	social context	the identical or similar social positions and social roles as a whole that influence the individuals of a group.	trm_4a3fd79d0b148
2	24	social inference	write definition here	trm_5595be14a57c5
3	24	social intelligence	the ability to function successfully in interpersonal situations.	trm_4a3fd79d0b154
4	24	social motivation	An individual&#39;s tendency to seek out direct contact with another person or a group of people.	trm_52090251db8c8
5	24	social phobia	having a fear so strong of being judged by others and of being embarrassed that it significantly gets in the way of everyday life	trm_523e053844495
6	24	somatosensation	the components of the central and peripheral nervous systems that receive and interpret sensory information from organs in the joints, ligaments, muscles, and skin. This system processes information about the length, degree of stretch, tension, and contraction of muscles; pain; temperature; pressure; and joint position.	trm_4a3fd79d0b160
7	24	source memory	the episodic source from which a specific item was acquired (e.g., from a person, a book, or television (Schacter, Kaszniak, Kihlstrom, & Valdiserri, 1991, p. 559).	trm_4a3fd79d0b18f
8	24	source monitoring	The process of identifying the the source or context at acquisition of information that has been stored in memory.	trm_4a3fd79d0b19b
9	24	spatial ability	skill in perceiving the visual world, transforming and modifying initial perceptions, and mentally recreating spatial aspects of one&#39;s visual experience without the relevant stimuli.	trm_4a3fd79d0b1a6
10	24	spatial attention	The allocation or prioritization of mental resources based on spatial coordinates (with respect to the body, head etc).	trm_4a3fd79d0b1b2
11	24	spatial cognition	the acquisition, organization, utilization, and revision of knowledge about spatial environments.	trm_4a3fd79d0b1bd
12	24	spatial localization	it is the reference of a visual sensation to a definite locality in space	trm_5519bb7767d98
13	24	spatial memory	the part of memory  responsible for recording information about one&#39;s environment and its spatial orientation.	trm_4a3fd79d0b1d5
14	24	spatial selective attention	The process of dedicating cognitive and perceptual resources to one or more spatial inputs and attenuating receptiveness to other inputs. 	trm_557b4abe521af
15	24	spatial working memory	The ability to maintain online information that relates to space. This process has limited capacity and its contents are not stored permanently.	trm_4a3fd79d0b1e0
16	24	speech perception	the process by which the sounds of language are heard, interpreted and understood. 	trm_4a3fd79d0b1f7
17	24	speech processing	the processing of speech signals	trm_4a3fd79d0b238
18	24	speech production	"is the process by which spoken words are selected to be produced, have their phonetics formulated and then finally are articulated by the motor system in the vocal apparatus. Speech production can be spontaneous such as when a person creates the words of a conversation, reaction such as when they name a picture or read aloud a written word, or a vocal imitation such as in speech repetition.  Speech production is not the same as language production since language can also be produced manually by signs.
"	trm_4a3fd79d0b247
19	24	spontaneous recovery	recovery of a conditioned response following extinction, simply as a function of time	trm_5024002a85b1f
20	24	spreading activation	"a method for searching associative networks, neural networks, or semantic networks; the search process is initiated by labeling a set of source nodes (e.g. concepts in a semantic network) with weights or ""activation"" and then iteratively propagating or ""spreading"" that activation out to other nodes linked to the source nodes."	trm_4a3fd79d0b26d
21	24	stereopsis	the process in visual perception leading to the sensation of depth from the two slightly different projections of the world onto the retinas of the two eyes.	trm_4a3fd79d0b279
22	24	stereotypes	something conforming to a fixed or general pattern; a standardized mental picture that is held in common by members of a group and that represents an oversimplified opinion, prejudiced attitude, or uncritical judgment.	trm_4a3fd79d0b285
23	24	stimulus detection	It is the ability to discern between information-bearing patterns and random patterns that distract from the information	trm_5519b80525e89
24	24	story comprehension	WRITE DEFINITION HERE	trm_55c6f58e77fbe
25	24	strategy	A plan of action designed to achieve a particular goal.	trm_4a3fd79d0b29c
26	24	Strength	Strength refers to a muscle&#39;s ability to generate force against physical objects.	trm_50eb5469ba37a
27	24	stress	"refers to the consequence of the failure of an organism – human or animal – to respond appropriately to emotional or physical threats, whether actual or imagined.
"	trm_4a3fd79d0b2a8
28	24	string maintenance	The process of keeping string (e.g., consonant)  information in active and immediately accessible state.	trm_557b4acdee820
29	24	subconscious	"Subconscious is any neural activity which has the potential to be conscious, but at the moment is processed below the level of consciousness.

In contrast to unconscious information processing, subconscious processing contains meaning (semantic information).

Intuition is a good example for subconscious information processing. In other words, intuition means thinking below the level of consciousness whereby only the output enters the stream of consciousness.

from Peter Walla"	trm_4d21e9a7dd8ca
30	24	subjective food value	Subjective food value is used as term to indicate a food&#39;s worth, based on an individuals&#39; current desires and needs (e.g., hunger). Subjective food value assessment is an intermediate  step during food decision making. 	trm_559f09a5cdca9
1	25	subjective value judgment	the process of comparing, at an idiosyncratic level, the relatively desirability of two or more options or the internal idiosyncratic value represented internally for such a judgement 	trm_558c736199abd
2	25	sublexical route	is a theoretical component of Coltheart&#39;s dual-route reading model that refers to using spelling-to-sound correspondences to convert a written word (i.e. orthography) into a spoken word (i.e. phonology).  In other words, it is the route by which letters are linked to their sounds and the sounds are assembled into a whole word pronunciation.  It complements the lexical route where the whole word is recognized and linked to its sound.	trm_4a3fd79d0b2b4
3	25	subliminal perception	"a visual or auditory message that is allegedly perceived psychologically, but not consciously;
occurs when a stimulus is too weak to be perceived yet a person is influenced by it.
"	trm_4a3fd79d0b2bf
4	25	suicidal ideation	thoughts about or an unusual preoccupation with suicide	trm_52583e8a46ded
5	25	supervisory attentional system	a loosely defined collection of brain processes that are responsible for planning, cognitive flexibility, abstract thinking, rule acquisition, initiating appropriate actions and inhibiting inappropriate actions, and selecting relevant sensory information.	trm_4a3fd79d0b2fa
6	25	Surface dyslexia	surface dyslexia is a reading impairment, which can be acquired or developmental. It results from a deficit in the lexical route for word reading. As a result, the reader needs to rely on the sublexical for reading, reading by converting each letter or group of letters (grapheme) to a sound (phoneme). Surface dyslexia is characterised by slow reading (because reading via grapheme-to-phoneme conversion is slower than reading via the lexical route); it is also characterised by incorrect reading aloud of irregular words (such as talk, sure, none, and comb). 	trm_55e1b27f5655e
7	25	surprise	a brief emotional state that is the result of experiencing an unexpected relevant event.	trm_4a3fd79d0b306
8	25	sustained attention	the ability to maintain a consistent behavioral response during continuous and repetitive activity.	trm_4a3fd79d0b311
9	25	synchrony perception	the process of perceiving whether or not the crossmodal cues (e.g., audio and visual) to an event (e.g., audiovisual speech) are in temporal synchrony with each other.	trm_4e31e6dca01ca
10	25	syntactic parsing	the way that human beings, rather than computers, analyze a sentence or phrase (in spoken language or text) in terms of grammatical constituents, identifying the parts of speech, syntactic relations, etc.	trm_4a3fd79d0b340
11	25	syntactic processing	processing of the structural and grammatical aspects of language	trm_4a3fd79d0b34b
12	25	syntax	the way in which linguistic elements (as words) are put together to form constituents (as phrases or clauses); a connected or orderly system, harmonious arrangement of parts or elements.	trm_4a3fd79d0b357
13	25	tactile working memory	working memory for tactile information	trm_4e416f1373936
14	25	task difficulty	the perceived effort required to complete some mental or physical activity	trm_557b4add1837e
15	25	task set	The set of rules and/or stimulus-response mappings that define how a task should be performed.	trm_4c3e0646a2408
16	25	task set reconfiguration	A change in the task set based on some internal or external cue	trm_4b45f56827e93
17	25	task switching	The process of switching from one task or goal to another, depending on the context or instructions, that is, the process of switching between task sets.	trm_4a3fd79d0b613
18	25	taste aversion	occurs when the taste of a certain food is associated with symptoms caused by a toxic, spoiled, or poisonous substance;  generally caused after ingestion of the food causes nausea, sickness, or vomiting. The ability to develop a taste aversion is considered an adaptive trait or survival mechanism that trains the body to avoid poisonous substances (e.g., poisonous berries) before they can cause harm.	trm_4a3fd79d0b363
19	25	text comprehension	Intentional thinking during which meaning is constructed through interactions between text and reader.	trm_4a3fd79d0b37a
20	25	text processing	The handling of alphabetic characters	trm_4a3fd79d0b386
21	25	theory of mind	the ability for a person to connect emotional states to themselves and others and understand that other people may have different  beliefs, desires, or intentions from one&#39;s self.  It is intimately connected with the development of a person&#39;s ability to analyze and interpret the intentions of others.	trm_4a3fd79d0b392
22	25	thermosensation	the sensory perception of thermal stimuli.	trm_4a3fd79d0b39d
23	25	thought	Subjectively salient cognitive processing, at least part of which may be reportable.	trm_4fa295124a375
24	25	tone recognition	assigning a detected tone stimulus into a category (not necessarily task defined)	trm_55b6b8b8e7870
25	25	tongue response execution	Performance of an action using the tongue in accordance with task demands.	trm_55b6b98b88f45
26	25	tool maintenance	keeping information about a tool in active and immediately accessible state.	trm_557b4aeaeb744
27	25	top down processing	perceptions formed by starting with the larger concept or idea, then working down to the finer details of that concept or idea.	trm_4a3fd79d0b3cb
28	25	trait anxiety	a hyper-responsive system for threat detection, differentiated from state anxiety in duration and cause	trm_50aff037c389f
29	25	transduction	in which information from stimuli is transduced into signals to the brain	trm_50297454e516b
30	25	traumatic memory	A type of memory results from trauma experience, such as a natural disaster or violent events.	trm_4a3fd79d0b3ef
1	26	uncertainty	the lack of knowledge regarding the likelihood of potential outcomes	trm_4a3fd79d0b3fa
2	26	unconscious perception	the process of perceiving a stimulus without being conscious of having seen it, measurable by electrophysiological response at the time and by recognition testing later	trm_4feb44e5ae25b
3	26	unconscious process	a mental process that you are not directly aware of.	trm_4a3fd79d0b406
4	26	understanding mental states	The ability to make judgments and/or attributions about the mental state of other animate entities that allows one to predict or interpret their behaviors. Mental state refers to intentions, beliefs, desires, and emotions.	trm_5159c0a633cda
5	26	unisensory	Describes any sensory process associated with a single sensory modality 	trm_4e31d365bc7e2
6	26	updating	The revision or refreshing of information that is maintained in working memory	trm_4c3e05903e4bb
7	26	utility	a measure of value associated with a particular outcome	trm_4a3fd79d0b412
8	26	valence	the degree of attractiveness an individual, activity, or thing possesses as a behavioral goal.	trm_4a3fd79d0b429
9	26	vection	the illusion of movement in a stationary person caused by moving visual cues	trm_500d8aef38f2c
10	26	verbal fluency	the ability to rapidly access your mental vocabulary while talking or writing.	trm_4a3fd79d0b44c
11	26	verbal memory	Recall based on spoken words.	trm_4a3fd79d0b457
12	26	vestibular control	The vestibular system transduces and processes angular and linear acceleration and deceleration of the head, enabling postural balance, locomotor control, and gaze stabilization, particularly during head movement. The vestibular system is an integral component of our sensory experience and sensory-motor function. Healthy peripheral and central vestibular anatomy is essential for functionally relevant gaze stability during head motion and postural control.	trm_50f382d7abdff
13	26	visual acuity	a measure of the finest resolution perceivable by the eyes	trm_500d8bcf5f29a
14	26	visual angle	the angle a viewed object subtends at the eye, usually stated in degrees of arc, and is a function of the size of the object and its distance from the eye	trm_500d8c8fcc520
15	26	visual attention	two-stage process in which attention is distributed uniformly over the external visual scene and processing of information is performed in parallel, attention is then concentrated to a specific area of the visual scene (i.e. it is focused), and processing is performed in a serial fashion.	trm_4a3fd79d0b46f
16	26	visual awareness	the subjective experience of seeing, emerging about 200ms after the onset of a visual stimulus; it is contrasted with unconscious visual perception	trm_4ff36d79c26c6
17	26	visual body recognition	assigning a detected visual body into a category, not necessarily task defined	trm_557b4af7cc1cb
18	26	visual buffer	a short-term memory store for visual information	trm_4a3fd79d0b47b
19	26	visual color discrimination	the ability to perceive and respond to differences among visual color stimuli.	trm_557b4b05ae470
20	26	visual face recognition	assigning a detected visual face into a category, not necessarily task defined	trm_557b4b154e0d9
21	26	visual form discrimination	It is the ability to perceive and respond to differences among visual forms.	trm_557b4b27dfd5e
22	26	visual form recognition	assigning a detected visual form into a category, not necessarily task defined	trm_557b4b3a6a34d
23	26	visual imagery	"an experience that, on most occasions, significantly resembles the experience of perceiving some object, event, or scene, but occurs when the relevant object, event, or scene is not actually present to the senses.
"	trm_4a3fd79d0b487
24	26	visual letter recognition	assigning a visually detected letter stimulus into a category (not necessarily task defined)	trm_558c7439832d9
25	26	visual localization	"Localization of visually perceived objects relative to other visually perceived objects (either simultaneously or successively) or relative to a visual norm, or by absolute identification.
"	trm_5519b92bde7dc
26	26	visual masking	the reduction or elimination of the visibility of a brief a target stimulus by the presentation of a second stimulus (the mask) contiguous in space and/or time	trm_4a3fd79d0b492
27	26	visual memory	a part of memory  preserving some characteristics of our senses pertaining to visual experience.	trm_4a3fd79d0b49e
28	26	visual number recognition	assigning a visually detected number stimulus into a category (not necessarily task defined)	trm_557b4b47d994a
29	26	visual object detection	visual detection of instances of objects of a certain class (such as humans, buildings, cars, etc.).	trm_557b4b56de455
30	26	visual object maintenance	The process of keeping object information in active and immediately accessible state.	trm_559f0986182cc
1	27	visual object recognition	is the process of identifying an object based on its visual attributes	trm_4a3fd79d0b4a9
2	27	visual orientation	use of visual stimulus information in perceiving orientation thereof or of the self	trm_502ad54c11389
3	27	visual pattern recognition	The process of identifying a meaningful pattern in visual stimuli.	trm_557b4b652cbec
4	27	visual perception	Visual perception is the ability to interpret the surrounding environment by processing information that is contained in visible light. The resulting perception is also known as eyesight, sight, or vision.	trm_4a3fd79d0b4b5
5	27	visual place recognition	assigning a detected visual place or scene into a category, not necessarily task defined	trm_557b4b7e68727
6	27	visual pseudoword recognition	the ability to read written pseudowords	trm_558c73f3c8c6f
7	27	visual recognition	assigning a visually detected stimulus into a category (not necessarily task defined)	trm_557b4b7176394
8	27	visual representation	An internal representation of visual information	trm_4a3fd79d0b4c1
9	27	visual search	orienting for targets in an array or a natural scene, through both covert and overt shifts in attention; this is different from the visual search task in that it refers to a general phenomenon and not to a paradigm.	trm_4a3fd79d0b4cd
10	27	visual sentence recognition	assigning a visually detected sentence stimulus into a category (not necessarily task defined)	trm_558c7b5228ed4
11	27	visual string recognition	the ability to read (and understand) written strings.	trm_55ef1fd2bc418
12	27	visual tool recognition	assigning a detected visual tool into a category, not necessarily task defined	trm_557b4b8cd05ca
13	27	visual word recognition	the ability to read (and understand) written words	trm_557b4b9ccdc4a
14	27	visual working memory	The ability to maintain visual information online for a limited time interval (~ 4 sec). This information is not stored permanently.	trm_4a3fd79d0b4d8
15	27	visuospatial sketch pad	The cognitive construct and mental process of temporarily storing visual and spatial information for online use in operations of working memory (c.f., Alan Baddeley) . 	trm_4a3fd79d0b507
16	27	vocal response execution	performance of an action in accordance with task demands, enacting a vocal behavior 	trm_55ef3ba010121
17	27	wisdom	accumulated philosophic or scientific learning.	trm_4a3fd79d0b530
18	27	word comprehension	the ability to understand the meaning of words.	trm_4a3fd79d0b548
19	27	word generation	The cognitive process of producing words on ones own term instead of extracting them from an outside source.  	trm_4a3fd79d0b55f
20	27	word maintenance	The process of keeping word information in active and immediately accessible state.	trm_557b4bb7cf05b
21	27	word order	is the sequence of the syntactic constituents of a language.	trm_4a3fd79d0b56b
22	27	word pronunciation	is the act or result of producing the sounds of speech, including articulation, stress, and intonation, often with reference to some standard of correctness or acceptability.	trm_4a3fd79d0b583
23	27	word recognition	the ability of a reader to recognize words correctly and virtually effortlessly.	trm_4a3fd79d0b58f
24	27	word repetition	Overt pronounciation of auditorily presented words	trm_4a3fd79d0b59b
25	27	working memory	"active maintenance and flexible updating of goal/task relevant information (items, goals, strategies, etc.) in a form that resists interference but has limited capacity. These representations may involve flexible binding of representations, may be characterized by the absence of external support for the internally maintained representations, and are frequently temporary due to ongoing interference
"	trm_4a3fd79d0b5a7
26	27	working memory maintenance	WRITE DEFINITION HERE	trm_55b6b9d7c9435
27	27	working memory retrieval	The process of accessing information that is maintained in working memory; the sub-process by which the contents of working memory are accessed.	trm_4a3fd79d0ba6c
28	27	working memory storage	The maintenance of information of working memory; a sub-component of working memory that allows for contents of working memory to be retained.	trm_4a3fd79d0ba77
29	27	working memory updating	WRITE DEFINITION HERE	trm_55b6b9a666604
30	27	worldview	overarching subjective account of environmental (ie. that in which an agent is situated) characteristics and functions, applicable across local and global spatiotemporal scales; a framework of ego-centric ideas and beliefs that serves to guide decision making and action, and to generate, sustain, and apply knowledge. 	trm_4f46753b8be4f
